SA2,SA2 NAME,Earners,Median age,Sum,Median,Mean
305021117,Morningside - Seven Hills," 9,022 ", 36 ," 669,717,961 "," 60,509 "," 74,232 "
305021118,Norman Park," 4,510 ", 40 ," 422,747,425 "," 66,804 "," 93,736 "
305031119,Albion," 2,831 ", 34 ," 210,128,826 "," 58,849 "," 74,224 "
305031120,Alderley," 4,257 ", 38 ," 343,547,191 "," 61,352 "," 80,702 "
305031121,Ascot," 3,740 ", 43 ," 438,469,805 "," 62,924 "," 117,238 "
305031122,Clayfield," 7,231 ", 39 ," 655,032,422 "," 58,334 "," 90,587 "
305031123,Grange," 2,719 ", 43 ," 260,834,875 "," 70,356 "," 95,930 "
305031124,Hamilton (Qld)," 4,613 ", 41 ," 481,738,366 "," 61,181 "," 104,431 "
305031125,Hendra," 3,173 ", 45 ," 318,727,334 "," 65,229 "," 100,450 "
305031126,Kelvin Grove - Herston," 5,530 ", 33 ," 363,471,519 "," 46,163 "," 65,727 "
305031127,Newmarket," 3,378 ", 36 ," 262,450,632 "," 54,281 "," 77,694 "
305031128,Newstead - Bowen Hills," 11,210 ", 33 ," 1,030,100,300 "," 64,786 "," 91,891 "
305031129,Wilston," 2,602 ", 42 ," 284,825,299 "," 68,110 "," 109,464 "
305031130,Windsor," 5,051 ", 35 ," 386,131,396 "," 57,286 "," 76,447 "
305031131,Wooloowin - Lutwyche," 7,028 ", 36 ," 540,802,204 "," 58,135 "," 76,950 "
305041132,Ashgrove," 8,779 ", 43 ," 814,815,557 "," 64,540 "," 92,814 "
305041133,Auchenflower," 3,974 ", 36 ," 333,587,434 "," 56,131 "," 83,942 "
305041134,Bardon," 6,590 ", 44 ," 685,942,463 "," 70,241 "," 104,088 "
305041135,Paddington - Milton," 8,276 ", 36 ," 766,427,265 "," 61,972 "," 92,608 "
305041136,Red Hill (Qld)," 3,985 ", 37 ," 324,980,670 "," 57,862 "," 81,551 "
305041137,Toowong," 7,421 ", 35 ," 558,843,636 "," 53,500 "," 75,306 "
306011138,Brinsmead," 3,564 ", 44 ," 228,701,394 "," 53,983 "," 64,170 "
306011139,Clifton Beach - Kewarra Beach," 7,019 ", 47 ," 413,101,585 "," 47,287 "," 58,855 "
306011140,Freshwater - Stratford," 2,491 ", 45 ," 165,640,395 "," 54,653 "," 66,496 "
306011141,Redlynch," 7,952 ", 43 ," 538,195,793 "," 57,008 "," 67,681 "
306011142,Trinity Beach - Smithfield," 9,300 ", 42 ," 562,849,051 "," 50,299 "," 60,521 "
306011143,Yorkeys Knob - Machans Beach," 3,724 ", 46 ," 206,394,616 "," 47,205 "," 55,423 "
306021144,Bentley Park," 4,355 ", 38 ," 247,426,605 "," 51,219 "," 56,814 "
306021145,Cairns City," 7,783 ", 34 ," 419,395,893 "," 39,798 "," 53,886 "
306021146,Earlville - Bayview Heights," 4,883 ", 45 ," 281,259,630 "," 48,603 "," 57,600 "
306021147,Edmonton," 5,960 ", 39 ," 327,563,922 "," 49,121 "," 54,960 "
306021148,Gordonvale - Trinity," 5,032 ", 44 ," 292,882,930 "," 50,660 "," 58,204 "
306021149,Kanimbla - Mooroobool," 5,744 ", 43 ," 359,433,067 "," 50,140 "," 62,575 "
306021150,Lamb Range, np , np , np , np , np 
306021151,Manoora," 2,691 ", 40 ," 121,268,840 "," 42,475 "," 45,065 "
306021152,Manunda," 2,568 ", 41 ," 119,622,023 "," 42,919 "," 46,582 "
306021153,Mount Sheridan," 5,110 ", 42 ," 298,900,234 "," 52,234 "," 58,493 "
306021154,Westcourt - Bungalow," 3,520 ", 38 ," 171,722,121 "," 42,470 "," 48,785 "
306021155,White Rock," 2,467 ", 41 ," 125,565,573 "," 46,222 "," 50,898 "
306021156,Whitfield - Edge Hill," 5,176 ", 46 ," 357,918,015 "," 51,315 "," 69,150 "
306021157,Woree," 2,455 ", 41 ," 118,802,278 "," 44,778 "," 48,392 "
306031158,Babinda," 2,414 ", 50 ," 127,366,598 "," 44,093 "," 52,762 "
306031159,Innisfail," 4,739 ", 44 ," 218,690,417 "," 39,691 "," 46,147 "
306031160,Johnstone," 4,537 ", 47 ," 220,821,779 "," 42,112 "," 48,671 "
306031161,Tully," 6,191 ", 46 ," 297,700,635 "," 39,743 "," 48,086 "
306031162,Wooroonooran, 5 , 60 ," 478,315 "," 101,552 "," 95,663 "
306031163,Yarrabah, 515 , 38 ," 21,628,317 "," 41,245 "," 41,997 "
306041164,Daintree," 3,845 ", 47 ," 185,596,884 "," 41,170 "," 48,270 "
306041165,Port Douglas," 3,747 ", 41 ," 174,771,706 "," 39,345 "," 46,643 "
306051166,Atherton," 6,237 ", 46 ," 312,123,035 "," 41,585 "," 50,044 "
306051167,Herberton," 2,478 ", 50 ," 105,436,367 "," 34,467 "," 42,549 "
306051168,Kuranda," 2,600 ", 49 ," 133,668,611 "," 40,346 "," 51,411 "
306051169,Malanda - Yungaburra," 4,962 ", 51 ," 245,232,671 "," 38,316 "," 49,422 "
306051170,Mareeba," 6,635 ", 42 ," 320,505,075 "," 40,614 "," 48,305 "
307011171,Balonne," 2,609 ", 43 ," 126,229,757 "," 42,132 "," 48,382 "
307011172,Chinchilla," 4,299 ", 41 ," 243,097,942 "," 45,690 "," 56,548 "
307011173,Goondiwindi," 4,071 ", 42 ," 221,065,252 "," 47,955 "," 54,302 "
307011174,Inglewood - Waggamba," 2,260 ", 46 ," 99,386,643 "," 37,796 "," 43,976 "
307011175,Miles - Wandoan," 2,188 ", 44 ," 101,566,880 "," 41,041 "," 46,420 "
307011176,Roma," 4,227 ", 40 ," 257,154,679 "," 53,690 "," 60,836 "
307011177,Roma Region," 3,314 ", 46 ," 155,453,899 "," 39,479 "," 46,908 "
307011178,Tara," 1,734 ", 47 ," 72,360,443 "," 33,311 "," 41,730 "
307021179,Crows Nest - Rosalie," 4,326 ", 49 ," 191,070,592 "," 37,147 "," 44,168 "
307021180,Jondaryan," 4,119 ", 44 ," 208,317,955 "," 46,712 "," 50,575 "
307021181,Millmerran," 1,780 ", 46 ," 90,928,672 "," 41,373 "," 51,084 "
307021182,Pittsworth," 3,395 ", 45 ," 171,424,118 "," 42,102 "," 50,493 "
307021183,Wambo," 9,529 ", 43 ," 509,221,601 "," 46,694 "," 53,439 "
307031184,Clifton - Greenmount," 2,862 ", 48 ," 130,234,643 "," 38,892 "," 45,505 "
307031185,Southern Downs - East," 2,456 ", 49 ," 101,101,431 "," 35,345 "," 41,165 "
307031186,Southern Downs - West," 2,527 ", 49 ," 105,563,164 "," 35,576 "," 41,774 "
307031187,Stanthorpe," 3,033 ", 44 ," 125,469,795 "," 33,605 "," 41,368 "
307031188,Stanthorpe Region," 3,347 ", 47 ," 131,354,368 "," 33,045 "," 39,245 "
307031189,Warwick," 7,822 ", 45 ," 371,539,552 "," 42,665 "," 47,499 "
308011190,Central Highlands - East," 3,650 ", 39 ," 288,689,913 "," 64,821 "," 79,093 "
308011191,Central Highlands - West," 4,146 ", 44 ," 287,268,061 "," 52,324 "," 69,288 "
308011192,Emerald," 8,346 ", 38 ," 619,748,620 "," 58,954 "," 74,257 "
308031205,Berserker," 3,252 ", 38 ," 167,340,155 "," 47,244 "," 51,458 "
308031206,Bouldercombe," 1,014 ", 48 ," 58,322,437 "," 48,360 "," 57,517 "
308031207,Emu Park," 2,703 ", 48 ," 158,482,751 "," 46,856 "," 58,632 "
308031208,Frenchville - Mount Archer," 5,189 ", 42 ," 330,031,345 "," 53,854 "," 63,602 "
308031209,Glenlee - Rockyview," 2,702 ", 45 ," 191,063,268 "," 59,679 "," 70,712 "
308031210,Gracemere," 6,094 ", 38 ," 378,337,044 "," 52,904 "," 62,084 "
308031211,Lakes Creek," 2,552 ", 39 ," 138,111,586 "," 50,302 "," 54,119 "
308031212,Mount Morgan, 993 , 47 ," 48,205,769 "," 41,768 "," 48,546 "
308031213,Norman Gardens," 5,786 ", 41 ," 382,751,534 "," 56,068 "," 66,151 "
308031214,Park Avenue," 2,536 ", 40 ," 137,306,996 "," 49,256 "," 54,143 "
308031215,Parkhurst - Kawana," 3,673 ", 39 ," 224,021,141 "," 53,422 "," 60,991 "
308031216,Rockhampton - West," 3,033 ", 42 ," 188,571,709 "," 53,409 "," 62,173 "
308031217,Rockhampton City," 1,607 ", 43 ," 85,358,201 "," 44,646 "," 53,116 "
308031218,Rockhampton Region - East," 1,873 ", 48 ," 110,487,193 "," 47,726 "," 58,989 "
308031219,Rockhampton Region - North," 2,548 ", 48 ," 144,326,153 "," 42,867 "," 56,643 "
308031220,Rockhampton Region - West," 1,735 ", 46 ," 96,196,951 "," 46,674 "," 55,445 "
308031221,Shoalwater Bay, np , np , np , np , np 
308031222,The Range - Allenstown," 4,040 ", 44 ," 300,773,084 "," 56,944 "," 74,449 "
308031223,Yeppoon," 10,562 ", 45 ," 689,724,275 "," 51,871 "," 65,302 "
308041528,Banana," 4,810 ", 46 ," 273,284,251 "," 46,588 "," 56,816 "
308041529,Biloela," 3,393 ", 40 ," 232,689,308 "," 53,947 "," 68,579 "
308051530,Agnes Water - Miriam Vale," 3,198 ", 50 ," 157,696,350 "," 34,835 "," 49,311 "
308051531,Boyne Island - Tannum Sands," 5,548 ", 44 ," 417,269,631 "," 61,684 "," 75,211 "
308051532,Callemondah, 8 , 45 ," 788,829 "," 90,430 "," 98,604 "
308051533,Clinton - New Auckland," 7,217 ", 38 ," 527,945,458 "," 59,280 "," 73,153 "
308051534,Gladstone," 3,001 ", 42 ," 205,654,316 "," 52,452 "," 68,529 "
308051535,Gladstone Hinterland," 6,085 ", 44 ," 430,214,754 "," 57,255 "," 70,701 "
308051536,Kin Kora - Sun Valley," 2,013 ", 42 ," 137,495,035 "," 56,951 "," 68,304 "
308051537,South Trees, np , np , np , np , np 
308051538,Telina - Toolooa," 3,409 ", 40 ," 244,444,085 "," 57,678 "," 71,706 "
308051539,West Gladstone," 2,415 ", 42 ," 161,826,437 "," 52,178 "," 67,009 "
309011224,Broadbeach Waters," 5,458 ", 44 ," 379,271,417 "," 45,338 "," 69,489 "
309011225,Burleigh Heads," 6,285 ", 42 ," 380,440,477 "," 46,772 "," 60,531 "
309011226,Burleigh Waters," 8,802 ", 43 ," 507,988,188 "," 46,347 "," 57,713 "
309011227,Mermaid Beach - Broadbeach," 8,674 ", 38 ," 576,685,811 "," 46,442 "," 66,484 "
309011228,Mermaid Waters," 7,947 ", 42 ," 452,918,573 "," 44,473 "," 56,992 "
309011229,Miami," 4,918 ", 39 ," 296,034,291 "," 46,655 "," 60,194 "
309021230,Coolangatta," 3,861 ", 45 ," 207,958,294 "," 40,928 "," 53,861 "
309021231,Currumbin - Tugun," 7,479 ", 43 ," 469,455,842 "," 46,215 "," 62,770 "
309021232,Currumbin Waters," 5,770 ", 45 ," 313,548,542 "," 45,076 "," 54,341 "
309021233,Elanora," 7,388 ", 44 ," 398,970,791 "," 44,617 "," 54,003 "
309021234,Palm Beach," 9,470 ", 41 ," 568,316,624 "," 46,579 "," 60,012 "
309031235,Arundel," 6,188 ", 44 ," 336,108,052 "," 44,596 "," 54,316 "
309031236,Biggera Waters," 5,296 ", 42 ," 275,487,482 "," 43,450 "," 52,018 "
309031237,Coombabah," 5,160 ", 45 ," 248,559,444 "," 42,712 "," 48,170 "
309031238,Labrador," 9,849 ", 41 ," 488,906,423 "," 43,321 "," 49,640 "
309031239,Paradise Point - Hollywell," 6,649 ", 48 ," 462,925,120 "," 45,645 "," 69,623 "
309031240,Runaway Bay," 5,783 ", 51 ," 349,324,901 "," 43,930 "," 60,405 "
309041241,Guanaba - Springbrook," 2,666 ", 47 ," 155,384,289 "," 45,576 "," 58,284 "
309041242,Tamborine - Canungra," 8,712 ", 48 ," 477,549,333 "," 43,699 "," 54,815 "
309051243,Currumbin Valley - Tallebudgera," 4,645 ", 46 ," 290,360,106 "," 44,116 "," 62,510 "
309051244,Mudgeeraba - Bonogin," 11,228 ", 44 ," 671,395,164 "," 47,269 "," 59,797 "
309051245,Reedy Creek - Andrews," 4,939 ", 42 ," 307,740,590 "," 50,242 "," 62,308 "
309061246,Carrara," 7,910 ", 44 ," 444,013,887 "," 46,057 "," 56,133 "
309061247,Highland Park," 5,035 ", 43 ," 263,281,284 "," 45,159 "," 52,290 "
309061248,Nerang - Mount Nathan," 11,970 ", 42 ," 627,494,352 "," 45,082 "," 52,422 "
309061249,Pacific Pines - Gaven," 10,975 ", 40 ," 610,796,469 "," 48,516 "," 55,653 "
309061250,Worongary - Tallai," 5,011 ", 45 ," 294,882,939 "," 45,407 "," 58,847 "
309071251,Coomera," 8,941 ", 37 ," 504,614,476 "," 46,905 "," 56,438 "
309071252,Helensvale," 10,573 ", 44 ," 645,859,656 "," 48,062 "," 61,086 "
309071253,Hope Island," 7,862 ", 50 ," 583,958,685 "," 48,168 "," 74,276 "
309071254,Jacobs Well - Alberton," 2,471 ", 46 ," 151,967,789 "," 49,654 "," 61,501 "
309071255,Ormeau - Yatala," 12,217 ", 40 ," 737,560,065 "," 52,812 "," 60,372 "
309071256,Oxenford - Maudsland," 9,886 ", 41 ," 580,046,295 "," 50,344 "," 58,674 "
309071257,Pimpama," 8,406 ", 33 ," 473,358,081 "," 47,631 "," 56,312 "
309071258,Upper Coomera - Willow Vale," 18,884 ", 39 ," 1,106,412,586 "," 50,094 "," 58,590 "
309081259,Clear Island Waters," 2,708 ", 49 ," 172,740,242 "," 42,327 "," 63,789 "
309081260,Merrimac," 4,115 ", 41 ," 219,563,778 "," 46,657 "," 53,357 "
309081261,Robina," 14,678 ", 43 ," 808,673,537 "," 44,780 "," 55,094 "
309081262,Varsity Lakes," 9,419 ", 39 ," 498,762,968 "," 44,727 "," 52,953 "
309091263,Ashmore," 7,231 ", 44 ," 409,015,985 "," 45,239 "," 56,564 "
309091264,Molendinar," 3,931 ", 41 ," 201,824,106 "," 42,303 "," 51,342 "
309091265,Parkwood," 5,386 ", 42 ," 292,504,261 "," 45,242 "," 54,308 "
309091540,Southport - North," 8,281 ", 36 ," 435,643,920 "," 38,305 "," 52,608 "
309091541,Southport - South," 10,507 ", 40 ," 579,608,750 "," 41,352 "," 55,164 "
309101267,Benowa," 5,567 ", 46 ," 376,682,106 "," 44,332 "," 67,663 "
309101268,Bundall," 3,437 ", 43 ," 245,091,629 "," 44,184 "," 71,310 "
309101269,Main Beach," 2,679 ", 53 ," 219,613,750 "," 48,193 "," 81,976 "
309101270,Surfers Paradise," 16,138 ", 36 ," 878,950,692 "," 35,454 "," 54,465 "
310011271,Darra - Sumner," 2,663 ", 36 ," 136,552,715 "," 46,370 "," 51,278 "
310011272,Durack," 4,078 ", 40 ," 193,342,464 "," 43,539 "," 47,411 "
310011273,Forest Lake - Doolandella," 17,127 ", 40 ," 970,874,312 "," 50,998 "," 56,687 "
310011274,Inala - Richlands," 7,674 ", 36 ," 316,626,188 "," 37,878 "," 41,260 "
310011275,Oxley (Qld)," 4,884 ", 38 ," 305,559,942 "," 54,483 "," 62,563 "
310011276,Wacol," 1,126 ", 36 ," 51,811,627 "," 43,472 "," 46,014 "
310021277,Boonah," 6,827 ", 47 ," 331,962,548 "," 41,206 "," 48,625 "
310021278,Esk," 2,343 ", 50 ," 107,055,666 "," 38,798 "," 45,692 "
310021279,Lake Manchester - England Creek, 3 , 40 ," 336,255 "," 93,966 "," 112,085 "
310021280,Lockyer Valley - East," 10,051 ", 44 ," 512,425,097 "," 45,646 "," 50,982 "
310021281,Lowood," 6,912 ", 44 ," 360,341,555 "," 46,884 "," 52,133 "
310021282,Rosewood," 6,488 ", 45 ," 354,647,775 "," 49,499 "," 54,662 "
310031283,Brassall," 5,698 ", 38 ," 307,685,859 "," 49,785 "," 53,999 "
310031284,Bundamba," 4,642 ", 39 ," 234,551,010 "," 48,196 "," 50,528 "
310031285,Churchill - Yamanto," 3,844 ", 38 ," 213,353,238 "," 52,485 "," 55,503 "
310031286,Ipswich - Central," 3,391 ", 43 ," 197,249,008 "," 49,731 "," 58,168 "
310031287,Ipswich - East," 8,972 ", 41 ," 482,730,683 "," 48,279 "," 53,804 "
310031288,Ipswich - North," 2,875 ", 44 ," 181,337,937 "," 54,558 "," 63,074 "
310031289,Karalee - Barellan Point," 3,549 ", 44 ," 238,974,188 "," 58,620 "," 67,336 "
310031290,Karana Downs," 3,742 ", 46 ," 259,668,193 "," 59,030 "," 69,393 "
310031291,Leichhardt - One Mile," 3,581 ", 38 ," 175,330,329 "," 45,933 "," 48,961 "
310031292,North Ipswich - Tivoli," 3,144 ", 42 ," 163,280,631 "," 49,202 "," 51,934 "
310031293,Raceview," 7,930 ", 40 ," 445,745,943 "," 52,410 "," 56,210 "
310031294,Ripley," 4,273 ", 35 ," 267,469,001 "," 58,552 "," 62,595 "
310031295,Riverview," 1,215 ", 40 ," 54,704,703 "," 43,344 "," 45,024 "
310041296,Bellbird Park - Brookwater," 9,202 ", 38 ," 604,681,374 "," 56,298 "," 65,712 "
310041297,Camira - Gailes," 5,245 ", 41 ," 285,607,542 "," 50,392 "," 54,453 "
310041298,Carole Park, 22 , 50 ," 1,186,958 "," 43,803 "," 53,953 "
310041299,Collingwood Park - Redbank," 4,752 ", 38 ," 250,968,111 "," 49,913 "," 52,813 "
310041300,Goodna," 5,005 ", 37 ," 237,082,459 "," 45,672 "," 47,369 "
310041301,New Chum, np , np , np , np , np 
310041302,Redbank Plains," 10,687 ", 34 ," 526,123,413 "," 47,266 "," 49,230 "
310041303,Springfield," 4,088 ", 39 ," 245,185,186 "," 54,982 "," 59,977 "
310041304,Springfield Lakes," 10,734 ", 36 ," 663,118,916 "," 56,891 "," 61,777 "
311011305,Beaudesert," 7,023 ", 46 ," 346,157,544 "," 42,284 "," 49,289 "
311021306,Beenleigh," 4,071 ", 39 ," 195,756,656 "," 45,594 "," 48,086 "
311021307,Eagleby," 5,764 ", 39 ," 253,889,616 "," 42,629 "," 44,047 "
311021308,Edens Landing - Holmview," 4,493 ", 36 ," 239,974,239 "," 49,310 "," 53,411 "
311021309,Mount Warren Park," 3,197 ", 42 ," 172,476,422 "," 48,903 "," 53,949 "
311021310,Wolffdene - Bahrs Scrub," 3,917 ", 42 ," 234,150,010 "," 51,648 "," 59,778 "
311031311,Boronia Heights - Park Ridge," 6,859 ", 39 ," 341,432,088 "," 46,410 "," 49,779 "
311031312,Browns Plains," 3,958 ", 37 ," 198,715,213 "," 47,783 "," 50,206 "
311031313,Chambers Flat - Logan Reserve," 3,132 ", 40 ," 171,116,086 "," 47,694 "," 54,635 "
311031314,Crestmead," 5,778 ", 37 ," 283,179,741 "," 47,672 "," 49,010 "
311031315,Greenbank Military Camp, np , np , np , np , np 
311031316,Hillcrest," 5,031 ", 40 ," 283,902,247 "," 50,820 "," 56,431 "
311031317,Marsden," 6,958 ", 36 ," 330,206,503 "," 44,773 "," 47,457 "
311031318,Munruben - Park Ridge South," 2,811 ", 46 ," 163,572,256 "," 51,685 "," 58,190 "
311031319,Regents Park - Heritage Park," 9,393 ", 40 ," 511,040,063 "," 50,935 "," 54,406 "
311041320,Greenbank," 7,971 ", 43 ," 489,472,659 "," 53,468 "," 61,407 "
311041321,Jimboomba," 16,553 ", 39 ," 951,464,064 "," 51,909 "," 57,480 "
311041322,Logan Village," 4,498 ", 43 ," 263,039,334 "," 50,223 "," 58,479 "
311051323,Bethania - Waterford," 5,568 ", 38 ," 285,763,503 "," 48,683 "," 51,322 "
311051324,Cornubia - Carbrook," 5,719 ", 44 ," 378,587,212 "," 53,134 "," 66,198 "
311051325,Loganholme - Tanah Merah," 6,543 ", 40 ," 366,588,396 "," 52,021 "," 56,028 "
311051326,Loganlea," 5,289 ", 37 ," 258,635,022 "," 45,114 "," 48,901 "
311051327,Shailer Park," 7,575 ", 43 ," 469,741,329 "," 53,527 "," 62,012 "
311051328,Waterford West," 3,469 ", 38 ," 171,383,749 "," 46,776 "," 49,404 "
311061329,Daisy Hill," 4,046 ", 42 ," 253,762,342 "," 52,722 "," 62,719 "
311061330,Kingston (Qldnp)," 4,376 ", 37 ," 191,858,222 "," 42,769 "," 43,843 "
311061331,Logan Central," 2,499 ", 38 ," 103,815,001 "," 39,848 "," 41,543 "
311061332,Rochedale South - Priestdale," 9,323 ", 41 ," 541,288,539 "," 52,074 "," 58,059 "
311061333,Slacks Creek," 4,978 ", 38 ," 241,563,326 "," 45,461 "," 48,526 "
311061334,Springwood," 5,808 ", 42 ," 332,340,136 "," 50,943 "," 57,221 "
311061335,Underwood," 3,817 ", 39 ," 214,792,337 "," 47,766 "," 56,273 "
311061336,Woodridge," 5,203 ", 37 ," 220,224,584 "," 40,800 "," 42,326 "
312011337,Bowen," 5,448 ", 43 ," 300,418,105 "," 41,791 "," 55,143 "
312011338,Broadsound - Nebo," 3,815 ", 41 ," 303,383,331 "," 67,252 "," 79,524 "
312011339,Clermont," 2,126 ", 41 ," 159,027,161 "," 55,927 "," 74,801 "
312011340,Collinsville," 1,769 ", 45 ," 106,802,341 "," 48,893 "," 60,374 "
312011341,Moranbah," 4,995 ", 37 ," 462,545,042 "," 80,726 "," 92,602 "
312021342,Andergrove - Beaconsfield," 8,640 ", 40 ," 565,140,330 "," 55,591 "," 65,410 "
312021343,East Mackay," 2,199 ", 43 ," 152,191,054 "," 56,763 "," 69,209 "
312021344,Eimeo - Rural View," 7,558 ", 39 ," 579,555,039 "," 62,025 "," 76,681 "
312021345,Eungella Hinterland, np , np , np , np , np 
312021346,Mackay," 2,500 ", 41 ," 155,939,407 "," 51,678 "," 62,376 "
312021347,Mackay Harbour, 342 , 51 ," 34,089,319 "," 71,871 "," 99,676 "
312021348,Mount Pleasant - Glenella," 6,841 ", 44 ," 526,732,284 "," 60,628 "," 76,996 "
312021349,North Mackay," 3,471 ", 41 ," 212,700,956 "," 51,335 "," 61,279 "
312021350,Ooralea - Bakers Creek," 3,341 ", 39 ," 239,574,846 "," 60,778 "," 71,708 "
312021351,Pioneer Valley," 4,852 ", 41 ," 329,688,966 "," 55,671 "," 67,949 "
312021352,Sarina," 6,550 ", 45 ," 438,960,877 "," 54,830 "," 67,017 "
312021353,Seaforth - Calen," 4,688 ", 48 ," 300,436,479 "," 50,488 "," 64,086 "
312021354,Shoal Point - Bucasia," 3,453 ", 42 ," 245,527,419 "," 59,407 "," 71,106 "
312021355,Slade Point," 1,939 ", 44 ," 122,710,915 "," 53,210 "," 63,286 "
312021356,South Mackay," 3,956 ", 41 ," 242,691,844 "," 53,641 "," 61,348 "
312021357,Walkerston - Eton," 5,158 ", 44 ," 350,541,251 "," 56,272 "," 67,961 "
312021358,West Mackay," 3,489 ", 43 ," 235,693,254 "," 57,117 "," 67,553 "
312031359,Airlie - Whitsundays," 8,549 ", 38 ," 485,536,144 "," 46,620 "," 56,794 "
312031360,Cape Conway, np , np , np , np , np 
312031361,Proserpine," 5,003 ", 46 ," 282,027,466 "," 46,576 "," 56,372 "
313011362,Beachmere - Sandstone Point," 7,739 ", 48 ," 392,308,451 "," 42,249 "," 50,692 "
313011363,Bribie Island," 8,922 ", 55 ," 448,368,605 "," 37,556 "," 50,254 "
313021364,Burpengary - East," 2,942 ", 42 ," 178,589,931 "," 50,800 "," 60,704 "
313021365,Caboolture," 13,510 ", 38 ," 651,332,756 "," 42,658 "," 48,211 "
313021366,Caboolture - South," 10,097 ", 37 ," 463,430,797 "," 42,431 "," 45,898 "
313021367,Elimbah," 2,525 ", 44 ," 137,312,885 "," 46,865 "," 54,381 "
313021368,Morayfield - East," 4,663 ", 38 ," 225,629,559 "," 45,705 "," 48,387 "
313021369,Wamuran," 2,525 ", 45 ," 136,216,889 "," 45,466 "," 53,947 "
313031370,Kilcoy," 3,008 ", 44 ," 145,795,544 "," 42,891 "," 48,469 "
313031371,Woodford - D'Aguilar," 3,921 ", 46 ," 204,923,916 "," 44,312 "," 52,263 "
313041372,Burpengary," 8,313 ", 42 ," 456,313,518 "," 48,736 "," 54,892 "
313041373,Deception Bay," 10,437 ", 42 ," 524,573,945 "," 45,764 "," 50,261 "
313041374,Morayfield," 3,183 ", 45 ," 184,668,203 "," 48,255 "," 58,017 "
313041375,Narangba," 11,207 ", 41 ," 672,283,646 "," 53,701 "," 59,988 "
313041376,Upper Caboolture," 1,886 ", 46 ," 112,033,489 "," 48,060 "," 59,403 "
313051377,Clontarf," 4,607 ", 45 ," 251,901,109 "," 48,710 "," 54,678 "
313051378,Margate - Woody Point," 6,319 ", 47 ," 360,460,497 "," 48,887 "," 57,044 "
313051379,Redcliffe," 5,331 ", 48 ," 283,267,317 "," 46,193 "," 53,136 "
313051380,Rothwell - Kippa-Ring," 8,453 ", 43 ," 422,614,158 "," 44,985 "," 49,996 "
313051542,Scarborough - Newport - Moreton Island," 7,765 ", 50 ," 514,546,055 "," 49,811 "," 66,265 "
314011382,Albany Creek," 10,108 ", 45 ," 676,250,878 "," 55,940 "," 66,903 "
314011383,Cashmere," 12,232 ", 41 ," 811,121,837 "," 57,605 "," 66,311 "
314011384,Dayboro," 5,284 ", 47 ," 348,417,792 "," 53,315 "," 65,938 "
314011385,Eatons Hill," 5,163 ", 44 ," 364,016,369 "," 59,842 "," 70,505 "
314011386,The Hills District," 14,889 ", 42 ," 977,117,253 "," 57,445 "," 65,627 "
314011387,Samford Valley," 7,891 ", 47 ," 616,099,296 "," 55,795 "," 78,076 "
314021388,Dakabin - Kallangur," 13,843 ", 38 ," 740,468,430 "," 49,099 "," 53,490 "
314021389,Murrumba Downs - Griffin," 11,657 ", 37 ," 701,036,313 "," 53,253 "," 60,139 "
314021390,North Lakes - Mango Hill," 19,385 ", 39 ," 1,223,321,429 "," 54,014 "," 63,107 "
314031391,Bray Park," 5,642 ", 40 ," 306,683,320 "," 49,638 "," 54,357 "
314031392,Lawnton," 3,537 ", 39 ," 190,477,022 "," 50,191 "," 53,853 "
314031393,Petrie," 5,106 ", 42 ," 296,489,535 "," 52,294 "," 58,067 "
314031394,Strathpine - Brendale," 7,101 ", 40 ," 365,135,299 "," 47,171 "," 51,420 "
315011395,Aurukun, 352 , 40 ," 13,503,847 "," 23,591 "," 38,363 "
315011396,Cape York," 3,254 ", 42 ," 154,110,352 "," 39,848 "," 47,360 "
315011397,Croydon - Etheridge, 604 , 46 ," 27,464,414 "," 38,279 "," 45,471 "
315011398,Kowanyama - Pormpuraaw, 585 , 40 ," 20,426,245 "," 25,757 "," 34,917 "
315011399,Northern Peninsula, 893 , 37 ," 41,509,779 "," 40,097 "," 46,484 "
315011400,Tablelands," 2,801 ", 47 ," 125,484,496 "," 37,104 "," 44,800 "
315011401,Torres," 1,812 ", 40 ," 114,121,012 "," 55,445 "," 62,981 "
315011402,Torres Strait Islands," 1,023 ", 38 ," 44,913,505 "," 39,708 "," 43,904 "
315011403,Weipa," 2,346 ", 37 ," 214,884,199 "," 82,097 "," 91,596 "
315021404,Carpentaria," 1,956 ", 40 ," 95,935,900 "," 42,165 "," 49,047 "
315021405,Mount Isa," 10,665 ", 37 ," 843,881,131 "," 69,736 "," 79,126 "
315021406,Mount Isa Region," 1,789 ", 38 ," 128,756,701 "," 58,695 "," 71,971 "
315021407,Northern Highlands," 1,972 ", 44 ," 99,782,205 "," 45,102 "," 50,599 "
315031408,Barcaldine - Blackall," 2,793 ", 46 ," 146,429,769 "," 44,011 "," 52,427 "
315031409,Charleville," 2,425 ", 43 ," 123,285,841 "," 46,169 "," 50,840 "
315031410,Far Central West," 1,227 ", 43 ," 65,683,061 "," 48,126 "," 53,531 "
315031411,Far South West," 1,455 ", 46 ," 68,532,842 "," 43,303 "," 47,102 "
315031412,Longreach," 2,320 ", 44 ," 125,278,054 "," 49,644 "," 53,999 "
316011413,Buderim - North," 10,691 ", 48 ," 645,296,185 "," 43,735 "," 60,359 "
316011414,Buderim - South," 10,646 ", 46 ," 684,276,360 "," 46,126 "," 64,275 "
